Season_Year,Team,Conference
2005,Connecticut,Atlantic Hockey
2005,Cornell,ECAC
2005,Dartmouth,ECAC
2005,Denver,WCHA
2005,Ferris State,CCHA
2005,Harvard,ECAC
2005,Holy Cross,Atlantic Hockey
2005,Lake Superior,CCHA
2005,Maine,Hockey East
2005,Mass.-Lowell,Hockey East
2005,Massachusetts,Hockey East
2005,Mercyhurst,Atlantic Hockey
2005,Merrimack,Hockey East
2005,Miami,CCHA
2005,Michigan,CCHA
2005,Michigan State,CCHA
2005,Michigan Tech,WCHA
2005,Minnesota,WCHA
2005,Minnesota State,WCHA
2005,Minnesota-Duluth,WCHA
2005,Nebraska-Omaha,CCHA
2005,New Hampshire,Hockey East
2005,Niagara,CHA
2005,North Dakota,WCHA
2005,Northeastern,Hockey East
2005,Northern Michigan,CCHA
2005,Notre Dame,CCHA
2005,Ohio State,CCHA
2005,Princeton,ECAC
2005,Providence,Hockey East
2005,Quinnipiac,ECAC
2005,RIT,None
2005,Rensselaer,ECAC
2005,Robert Morris,CHA
2005,Sacred Heart,Atlantic Hockey
2005,St. Cloud State,WCHA
2005,St. Lawrence,ECAC
2005,Union,ECAC
2005,Vermont,Hockey East
2005,Wayne State,CHA
2005,Western Michigan,CCHA
2005,Wisconsin,WCHA
2005,Yale,ECAC
2006,Air Force,Atlantic Hockey
2006,Alabama-Huntsville,CHA
2006,Alaska,CCHA
2006,Alaska-Anchorage,WCHA
2006,American Int'l,Atlantic Hockey
2006,Army,Atlantic Hockey
2006,Bemidji State,CHA
2006,Bentley,Atlantic Hockey
2006,Boston College,Hockey East
2006,Boston University,Hockey East
2006,Bowling Green,CCHA
2006,Brown,ECAC
2006,Canisius,Atlantic Hockey
2006,Clarkson,ECAC
2006,Colgate,ECAC
2006,Colorado College,WCHA
2006,Connecticut,Atlantic Hockey
2006,Cornell,ECAC
2006,Dartmouth,ECAC
2006,Denver,WCHA
2006,Ferris State,CCHA
2006,Harvard,ECAC
2006,Holy Cross,Atlantic Hockey
2006,Lake Superior,CCHA
2006,Maine,Hockey East
2006,Mass.-Lowell,Hockey East
2006,Massachusetts,Hockey East
2006,Mercyhurst,Atlantic Hockey
2006,Merrimack,Hockey East
2006,Miami,CCHA
2006,Michigan,CCHA
2006,Michigan State,CCHA
2006,Michigan Tech,WCHA
2006,Minnesota,WCHA
2006,Minnesota State,WCHA
2006,Minnesota-Duluth,WCHA
2006,Nebraska-Omaha,CCHA
2006,New Hampshire,Hockey East
2006,Niagara,CHA
2006,North Dakota,WCHA
2006,Northeastern,Hockey East
2006,Northern Michigan,CCHA
2006,Notre Dame,CCHA
2006,Ohio State,CCHA
2006,Princeton,ECAC
2006,Providence,Hockey East
2006,Quinnipiac,ECAC
2006,RIT,Atlantic Hockey
2006,Rensselaer,ECAC
2006,Robert Morris,CHA
2006,Sacred Heart,Atlantic Hockey
2006,St. Cloud State,WCHA
2006,St. Lawrence,ECAC
2006,Union,ECAC
2006,Vermont,Hockey East
2006,Wayne State,CHA
2006,Western Michigan,CCHA
2006,Wisconsin,WCHA
2006,Yale,ECAC
2007,Air Force,Atlantic Hockey
2007,Alabama-Huntsville,CHA
2007,Alaska,CCHA
2007,Alaska-Anchorage,WCHA
2007,American Int'l,Atlantic Hockey
2007,Army,Atlantic Hockey
2007,Bemidji State,CHA
2007,Bentley,Atlantic Hockey
2007,Boston College,Hockey East
2007,Boston University,Hockey East
2007,Bowling Green,CCHA
2007,Brown,ECAC
2007,Canisius,Atlantic Hockey
2007,Clarkson,ECAC
2007,Colgate,ECAC
2007,Colorado College,WCHA
2007,Connecticut,Atlantic Hockey
2007,Cornell,ECAC
2007,Dartmouth,ECAC
2007,Denver,WCHA
2007,Ferris State,CCHA
2007,Harvard,ECAC
2007,Holy Cross,Atlantic Hockey
2007,Lake Superior,CCHA
2007,Maine,Hockey East
2007,Mass.-Lowell,Hockey East
2007,Massachusetts,Hockey East
2007,Mercyhurst,Atlantic Hockey
2007,Merrimack,Hockey East
2007,Miami,CCHA
2007,Michigan,CCHA
2007,Michigan State,CCHA
2007,Michigan Tech,WCHA
2007,Minnesota,WCHA
2007,Minnesota State,WCHA
2007,Minnesota-Duluth,WCHA
2007,Nebraska-Omaha,CCHA
2007,New Hampshire,Hockey East
2007,Niagara,CHA
2007,North Dakota,WCHA
2007,Northeastern,Hockey East
2007,Northern Michigan,CCHA
2007,Notre Dame,CCHA
2007,Ohio State,CCHA
2007,Princeton,ECAC
2007,Providence,Hockey East
2007,Quinnipiac,ECAC
2007,RIT,Atlantic Hockey
2007,Rensselaer,ECAC
2007,Robert Morris,CHA
2007,Sacred Heart,Atlantic Hockey
2007,St. Cloud State,WCHA
2007,St. Lawrence,ECAC
2007,Union,ECAC
2007,Vermont,Hockey East
2007,Wayne State,CHA
2007,Western Michigan,CCHA
2007,Wisconsin,WCHA
2007,Yale,ECAC
2008,Air Force,Atlantic Hockey
2008,Alabama-Huntsville,CHA
2008,Alaska,CCHA
2008,Alaska-Anchorage,WCHA
2008,American Int'l,Atlantic Hockey
2008,Army,Atlantic Hockey
2008,Bemidji State,CHA
2008,Bentley,Atlantic Hockey
2008,Boston College,Hockey East
2008,Boston University,Hockey East
2008,Bowling Green,CCHA
2008,Brown,ECAC
2008,Canisius,Atlantic Hockey
2008,Clarkson,ECAC
2008,Colgate,ECAC
2008,Colorado College,WCHA
2008,Connecticut,Atlantic Hockey
2008,Cornell,ECAC
2008,Dartmouth,ECAC
2008,Denver,WCHA
2008,Ferris State,CCHA
2008,Harvard,ECAC
2008,Holy Cross,Atlantic Hockey
2008,Lake Superior,CCHA
2008,Maine,Hockey East
2008,Mass.-Lowell,Hockey East
2008,Massachusetts,Hockey East
2008,Mercyhurst,Atlantic Hockey
2008,Merrimack,Hockey East
2008,Miami,CCHA
2008,Michigan,CCHA
2008,Michigan State,CCHA
2008,Michigan Tech,WCHA
2008,Minnesota,WCHA
2008,Minnesota State,WCHA
2008,Minnesota-Duluth,WCHA
2008,Nebraska-Omaha,CCHA
2008,New Hampshire,Hockey East
2008,Niagara,CHA
2008,North Dakota,WCHA
2008,Northeastern,Hockey East
2008,Northern Michigan,CCHA
2008,Notre Dame,CCHA
2008,Ohio State,CCHA
2008,Princeton,ECAC
2008,Providence,Hockey East
2008,Quinnipiac,ECAC
2008,RIT,Atlantic Hockey
2008,Rensselaer,ECAC
2008,Robert Morris,CHA
2008,Sacred Heart,Atlantic Hockey
2008,St. Cloud State,WCHA
2008,St. Lawrence,ECAC
2008,Union,ECAC
2008,Vermont,Hockey East
2008,Western Michigan,CCHA
2008,Wisconsin,WCHA
2008,Yale,ECAC
2009,Air Force,Atlantic Hockey
2009,Alabama-Huntsville,CHA
2009,Alaska,CCHA
2009,Alaska-Anchorage,WCHA
2009,American Int'l,Atlantic Hockey
2009,Army,Atlantic Hockey
2009,Bemidji State,CHA
2009,Bentley,Atlantic Hockey
2009,Boston College,Hockey East
2009,Boston University,Hockey East
2009,Bowling Green,CCHA
2009,Brown,ECAC
2009,Canisius,Atlantic Hockey
2009,Clarkson,ECAC
2009,Colgate,ECAC
2009,Colorado College,WCHA
2009,Connecticut,Atlantic Hockey
2009,Cornell,ECAC
2009,Dartmouth,ECAC
2009,Denver,WCHA
2009,Ferris State,CCHA
2009,Harvard,ECAC
2009,Holy Cross,Atlantic Hockey
2009,Lake Superior,CCHA
2009,Maine,Hockey East
2009,Mass.-Lowell,Hockey East
2009,Massachusetts,Hockey East
2009,Mercyhurst,Atlantic Hockey
2009,Merrimack,Hockey East
2009,Miami,CCHA
2009,Michigan,CCHA
2009,Michigan State,CCHA
2009,Michigan Tech,WCHA
2009,Minnesota,WCHA
2009,Minnesota State,WCHA
2009,Minnesota-Duluth,WCHA
2009,Nebraska-Omaha,CCHA
2009,New Hampshire,Hockey East
2009,Niagara,CHA
2009,North Dakota,WCHA
2009,Northeastern,Hockey East
2009,Northern Michigan,CCHA
2009,Notre Dame,CCHA
2009,Ohio State,CCHA
2009,Princeton,ECAC
2009,Providence,Hockey East
2009,Quinnipiac,ECAC
2009,RIT,Atlantic Hockey
2009,Rensselaer,ECAC
2009,Robert Morris,CHA
2009,Sacred Heart,Atlantic Hockey
2009,St. Cloud State,WCHA
2009,St. Lawrence,ECAC
2009,Union,ECAC
2009,Vermont,Hockey East
2009,Western Michigan,CCHA
2009,Wisconsin,WCHA
2009,Yale,ECAC
2010,Air Force,Atlantic Hockey
2010,Alabama-Huntsville,None
2010,Alaska,CCHA
2010,Alaska-Anchorage,WCHA
2010,American Int'l,Atlantic Hockey
2010,Army,Atlantic Hockey
2010,Bemidji State,WCHA
2010,Bentley,Atlantic Hockey
2010,Boston College,Hockey East
2010,Boston University,Hockey East
2010,Bowling Green,CCHA
2010,Brown,ECAC
2010,Canisius,Atlantic Hockey
2010,Clarkson,ECAC
2010,Colgate,ECAC
2010,Colorado College,WCHA
2010,Connecticut,Atlantic Hockey
2010,Cornell,ECAC
2010,Dartmouth,ECAC
2010,Denver,WCHA
2010,Ferris State,CCHA
2010,Harvard,ECAC
2010,Holy Cross,Atlantic Hockey
2010,Lake Superior,CCHA
2010,Maine,Hockey East
2010,Mass.-Lowell,Hockey East
2010,Massachusetts,Hockey East
2010,Mercyhurst,Atlantic Hockey
2010,Merrimack,Hockey East
2010,Miami,CCHA
2010,Michigan,CCHA
2010,Michigan State,CCHA
2010,Michigan Tech,WCHA
2010,Minnesota,WCHA
2010,Minnesota State,WCHA
2010,Minnesota-Duluth,WCHA
2010,Nebraska-Omaha,WCHA
2010,New Hampshire,Hockey East
2010,Niagara,Atlantic Hockey
2010,North Dakota,WCHA
2010,Northeastern,Hockey East
2010,Northern Michigan,CCHA
2010,Notre Dame,CCHA
2010,Ohio State,CCHA
2010,Princeton,ECAC
2010,Providence,Hockey East
2010,Quinnipiac,ECAC
2010,RIT,Atlantic Hockey
2010,Rensselaer,ECAC
2010,Robert Morris,Atlantic Hockey
2010,Sacred Heart,Atlantic Hockey
2010,St. Cloud State,WCHA
2010,St. Lawrence,ECAC
2010,Union,ECAC
2010,Vermont,Hockey East
2010,Western Michigan,CCHA
2010,Wisconsin,WCHA
2010,Yale,ECAC
2011,Air Force,Atlantic Hockey
2011,Alabama-Huntsville,None
2011,Alaska,CCHA
2011,Alaska-Anchorage,WCHA
2011,American Int'l,Atlantic Hockey
2011,Army,Atlantic Hockey
2011,Bemidji State,WCHA
2011,Bentley,Atlantic Hockey
2011,Boston College,Hockey East
2011,Boston University,Hockey East
2011,Bowling Green,CCHA
2011,Brown,ECAC
2011,Canisius,Atlantic Hockey
2011,Clarkson,ECAC
2011,Colgate,ECAC
2011,Colorado College,WCHA
2011,Connecticut,Atlantic Hockey
2011,Cornell,ECAC
2011,Dartmouth,ECAC
2011,Denver,WCHA
2011,Ferris State,CCHA
2011,Harvard,ECAC
2011,Holy Cross,Atlantic Hockey
2011,Lake Superior,CCHA
2011,Maine,Hockey East
2011,Mass.-Lowell,Hockey East
2011,Massachusetts,Hockey East
2011,Mercyhurst,Atlantic Hockey
2011,Merrimack,Hockey East
2011,Miami,CCHA
2011,Michigan,CCHA
2011,Michigan State,CCHA
2011,Michigan Tech,WCHA
2011,Minnesota,WCHA
2011,Minnesota State,WCHA
2011,Minnesota-Duluth,WCHA
2011,Nebraska-Omaha,WCHA
2011,New Hampshire,Hockey East
2011,Niagara,Atlantic Hockey
2011,North Dakota,WCHA
2011,Northeastern,Hockey East
2011,Northern Michigan,CCHA
2011,Notre Dame,CCHA
2011,Ohio State,CCHA
2011,Princeton,ECAC
2011,Providence,Hockey East
2011,Quinnipiac,ECAC
2011,RIT,Atlantic Hockey
2011,Rensselaer,ECAC
2011,Robert Morris,Atlantic Hockey
2011,Sacred Heart,Atlantic Hockey
2011,St. Cloud State,WCHA
2011,St. Lawrence,ECAC
2011,Union,ECAC
2011,Vermont,Hockey East
2011,Western Michigan,CCHA
2011,Wisconsin,WCHA
2011,Yale,ECAC
2012,Air Force,Atlantic Hockey
2012,Alabama-Huntsville,None
2012,Alaska,CCHA
2012,Alaska-Anchorage,WCHA
2012,American Int'l,Atlantic Hockey
2012,Army,Atlantic Hockey
2012,Bemidji State,WCHA
2012,Bentley,Atlantic Hockey
2012,Boston College,Hockey East
2012,Boston University,Hockey East
2012,Bowling Green,CCHA
2012,Brown,ECAC
2012,Canisius,Atlantic Hockey
2012,Clarkson,ECAC
2012,Colgate,ECAC
2012,Colorado College,WCHA
2012,Connecticut,Atlantic Hockey
2012,Cornell,ECAC
2012,Dartmouth,ECAC
2012,Denver,WCHA
2012,Ferris State,CCHA
2012,Harvard,ECAC
2012,Holy Cross,Atlantic Hockey
2012,Lake Superior,CCHA
2012,Maine,Hockey East
2012,Mass.-Lowell,Hockey East
2012,Massachusetts,Hockey East
2012,Mercyhurst,Atlantic Hockey
2012,Merrimack,Hockey East
2012,Miami,CCHA
2012,Michigan,CCHA
2012,Michigan State,CCHA
2012,Michigan Tech,WCHA
2012,Minnesota,WCHA
2012,Minnesota State,WCHA
2012,Minnesota-Duluth,WCHA
2012,Nebraska-Omaha,WCHA
2012,New Hampshire,Hockey East
2012,Niagara,Atlantic Hockey
2012,North Dakota,WCHA
2012,Northeastern,Hockey East
2012,Northern Michigan,CCHA
2012,Notre Dame,CCHA
2012,Ohio State,CCHA
2012,Penn State,None
2012,Princeton,ECAC
2012,Providence,Hockey East
2012,Quinnipiac,ECAC
2012,RIT,Atlantic Hockey
2012,Rensselaer,ECAC
2012,Robert Morris,Atlantic Hockey
2012,Sacred Heart,Atlantic Hockey
2012,St. Cloud State,WCHA
2012,St. Lawrence,ECAC
2012,Union,ECAC
2012,Vermont,Hockey East
2012,Western Michigan,CCHA
2012,Wisconsin,WCHA
2012,Yale,ECAC
2013,Air Force,Atlantic Hockey
2013,Alabama-Huntsville,WCHA
2013,Alaska,WCHA
2013,Alaska-Anchorage,WCHA
2013,American Int'l,Atlantic Hockey
2013,Army,Atlantic Hockey
2013,Bemidji State,WCHA
2013,Bentley,Atlantic Hockey
2013,Boston College,Hockey East
2013,Boston University,Hockey East
2013,Bowling Green,WCHA
2013,Brown,ECAC
2013,Canisius,Atlantic Hockey
2013,Clarkson,ECAC
2013,Colgate,ECAC
2013,Colorado College,NCHC
2013,Connecticut,Atlantic Hockey
2013,Cornell,ECAC
2013,Dartmouth,ECAC
2013,Denver,NCHC
2013,Ferris State,WCHA
2013,Harvard,ECAC
2013,Holy Cross,Atlantic Hockey
2013,Lake Superior,WCHA
2013,Maine,Hockey East
2013,Mass.-Lowell,Hockey East
2013,Massachusetts,Hockey East
2013,Mercyhurst,Atlantic Hockey
2013,Merrimack,Hockey East
2013,Miami,NCHC
2013,Michigan,Big Ten
2013,Michigan State,Big Ten
2013,Michigan Tech,WCHA
2013,Minnesota,Big Ten
2013,Minnesota State,WCHA
2013,Minnesota-Duluth,NCHC
2013,Nebraska-Omaha,NCHC
2013,New Hampshire,Hockey East
2013,Niagara,Atlantic Hockey
2013,North Dakota,NCHC
2013,Northeastern,Hockey East
2013,Northern Michigan,WCHA
2013,Notre Dame,Hockey East
2013,Ohio State,Big Ten
2013,Penn State,Big Ten
2013,Princeton,ECAC
2013,Providence,Hockey East
2013,Quinnipiac,ECAC
2013,RIT,Atlantic Hockey
2013,Rensselaer,ECAC
2013,Robert Morris,Atlantic Hockey
2013,Sacred Heart,Atlantic Hockey
2013,St. Cloud State,NCHC
2013,St. Lawrence,ECAC
2013,Union,ECAC
2013,Vermont,Hockey East
2013,Western Michigan,NCHC
2013,Wisconsin,Big Ten
2013,Yale,ECAC
2014,Air Force,Atlantic Hockey
2014,Alabama-Huntsville,WCHA
2014,Alaska,WCHA
2014,Alaska-Anchorage,WCHA
2014,American Int'l,Atlantic Hockey
2014,Army,Atlantic Hockey
2014,Bemidji State,WCHA
2014,Bentley,Atlantic Hockey
2014,Boston College,Hockey East
2014,Boston University,Hockey East
2014,Bowling Green,WCHA
2014,Brown,ECAC
2014,Canisius,Atlantic Hockey
2014,Clarkson,ECAC
2014,Colgate,ECAC
2014,Colorado College,NCHC
2014,Connecticut,Hockey East
2014,Cornell,ECAC
2014,Dartmouth,ECAC
2014,Denver,NCHC
2014,Ferris State,WCHA
2014,Harvard,ECAC
2014,Holy Cross,Atlantic Hockey
2014,Lake Superior,WCHA
2014,Maine,Hockey East
2014,Mass.-Lowell,Hockey East
2014,Massachusetts,Hockey East
2014,Mercyhurst,Atlantic Hockey
2014,Merrimack,Hockey East
2014,Miami,NCHC
2014,Michigan,Big Ten
2014,Michigan State,Big Ten
2014,Michigan Tech,WCHA
2014,Minnesota,Big Ten
2014,Minnesota State,WCHA
2014,Minnesota-Duluth,NCHC
2014,Nebraska-Omaha,NCHC
2014,New Hampshire,Hockey East
2014,Niagara,Atlantic Hockey
2014,North Dakota,NCHC
2014,Northeastern,Hockey East
2014,Northern Michigan,WCHA
2014,Notre Dame,Hockey East
2014,Ohio State,Big Ten
2014,Penn State,Big Ten
2014,Princeton,ECAC
2014,Providence,Hockey East
2014,Quinnipiac,ECAC
2014,RIT,Atlantic Hockey
2014,Rensselaer,ECAC
2014,Robert Morris,Atlantic Hockey
2014,Sacred Heart,Atlantic Hockey
2014,St. Cloud State,NCHC
2014,St. Lawrence,ECAC
2014,Union,ECAC
2014,Vermont,Hockey East
2014,Western Michigan,NCHC
2014,Wisconsin,Big Ten
2014,Yale,ECAC
2015,Air Force,Atlantic Hockey
2015,Alabama-Huntsville,WCHA
2015,Alaska,WCHA
2015,Alaska-Anchorage,WCHA
2015,American Int'l,Atlantic Hockey
2015,Arizona State,None
2015,Army,Atlantic Hockey
2015,Bemidji State,WCHA
2015,Bentley,Atlantic Hockey
2015,Boston College,Hockey East
2015,Boston University,Hockey East
2015,Bowling Green,WCHA
2015,Brown,ECAC
2015,Canisius,Atlantic Hockey
2015,Clarkson,ECAC
2015,Colgate,ECAC
2015,Colorado College,NCHC
2015,Connecticut,Hockey East
2015,Cornell,ECAC
2015,Dartmouth,ECAC
2015,Denver,NCHC
2015,Ferris State,WCHA
2015,Harvard,ECAC
2015,Holy Cross,Atlantic Hockey
2015,Lake Superior,WCHA
2015,Maine,Hockey East
2015,Mass.-Lowell,Hockey East
2015,Massachusetts,Hockey East
2015,Mercyhurst,Atlantic Hockey
2015,Merrimack,Hockey East
2015,Miami,NCHC
2015,Michigan,Big Ten
2015,Michigan State,Big Ten
2015,Michigan Tech,WCHA
2015,Minnesota,Big Ten
2015,Minnesota State,WCHA
2015,Minnesota-Duluth,NCHC
2015,Nebraska-Omaha,NCHC
2015,New Hampshire,Hockey East
2015,Niagara,Atlantic Hockey
2015,North Dakota,NCHC
2015,Northeastern,Hockey East
2015,Northern Michigan,WCHA
2015,Notre Dame,Hockey East
2015,Ohio State,Big Ten
2015,Penn State,Big Ten
2015,Princeton,ECAC
2015,Providence,Hockey East
2015,Quinnipiac,ECAC
2015,RIT,Atlantic Hockey
2015,Rensselaer,ECAC
2015,Robert Morris,Atlantic Hockey
2015,Sacred Heart,Atlantic Hockey
2015,St. Cloud State,NCHC
2015,St. Lawrence,ECAC
2015,Union,ECAC
2015,Vermont,Hockey East
2015,Western Michigan,NCHC
2015,Wisconsin,Big Ten
2015,Yale,ECAC
2016,Air Force,Atlantic Hockey
2016,Alabama-Huntsville,WCHA
2016,Alaska,WCHA
2016,Alaska-Anchorage,WCHA
2016,American Int'l,Atlantic Hockey
2016,Arizona State,None
2016,Army,Atlantic Hockey
2016,Bemidji State,WCHA
2016,Bentley,Atlantic Hockey
2016,Boston College,Hockey East
2016,Boston University,Hockey East
2016,Bowling Green,WCHA
2016,Brown,ECAC
2016,Canisius,Atlantic Hockey
2016,Clarkson,ECAC
2016,Colgate,ECAC
2016,Colorado College,NCHC
2016,Connecticut,Hockey East
2016,Cornell,ECAC
2016,Dartmouth,ECAC
2016,Denver,NCHC
2016,Ferris State,WCHA
2016,Harvard,ECAC
2016,Holy Cross,Atlantic Hockey
2016,Lake Superior,WCHA
2016,Maine,Hockey East
2016,Mass.-Lowell,Hockey East
2016,Massachusetts,Hockey East
2016,Mercyhurst,Atlantic Hockey
2016,Merrimack,Hockey East
2016,Miami,NCHC
2016,Michigan,Big Ten
2016,Michigan State,Big Ten
2016,Michigan Tech,WCHA
2016,Minnesota,Big Ten
2016,Minnesota State,WCHA
2016,Minnesota-Duluth,NCHC
2016,Nebraska-Omaha,NCHC
2016,New Hampshire,Hockey East
2016,Niagara,Atlantic Hockey
2016,North Dakota,NCHC
2016,Northeastern,Hockey East
2016,Northern Michigan,WCHA
2016,Notre Dame,Hockey East
2016,Ohio State,Big Ten
2016,Penn State,Big Ten
2016,Princeton,ECAC
2016,Providence,Hockey East
2016,Quinnipiac,ECAC
2016,RIT,Atlantic Hockey
2016,Rensselaer,ECAC
2016,Robert Morris,Atlantic Hockey
2016,Sacred Heart,Atlantic Hockey
2016,St. Cloud State,NCHC
2016,St. Lawrence,ECAC
2016,Union,ECAC
2016,Vermont,Hockey East
2016,Western Michigan,NCHC
2016,Wisconsin,Big Ten
2016,Yale,ECAC
2017,Air Force,Atlantic Hockey
2017,Alabama-Huntsville,WCHA
2017,Alaska,WCHA
2017,Alaska-Anchorage,WCHA
2017,American Int'l,Atlantic Hockey
2017,Arizona State,None
2017,Army,Atlantic Hockey
2017,Bemidji State,WCHA
2017,Bentley,Atlantic Hockey
2017,Boston College,Hockey East
2017,Boston University,Hockey East
2017,Bowling Green,WCHA
2017,Brown,ECAC
2017,Canisius,Atlantic Hockey
2017,Clarkson,ECAC
2017,Colgate,ECAC
2017,Colorado College,NCHC
2017,Connecticut,Hockey East
2017,Cornell,ECAC
2017,Dartmouth,ECAC
2017,Denver,NCHC
2017,Ferris State,WCHA
2017,Harvard,ECAC
2017,Holy Cross,Atlantic Hockey
2017,Lake Superior,WCHA
2017,Maine,Hockey East
2017,Mass.-Lowell,Hockey East
2017,Massachusetts,Hockey East
2017,Mercyhurst,Atlantic Hockey
2017,Merrimack,Hockey East
2017,Miami,NCHC
2017,Michigan,Big Ten
2017,Michigan State,Big Ten
2017,Michigan Tech,WCHA
2017,Minnesota,Big Ten
2017,Minnesota State,WCHA
2017,Minnesota-Duluth,NCHC
2017,Nebraska-Omaha,NCHC
2017,New Hampshire,Hockey East
2017,Niagara,Atlantic Hockey
2017,North Dakota,NCHC
2017,Northeastern,Hockey East
2017,Northern Michigan,WCHA
2017,Notre Dame,Big Ten
2017,Ohio State,Big Ten
2017,Penn State,Big Ten
2017,Princeton,ECAC
2017,Providence,Hockey East
2017,Quinnipiac,ECAC
2017,RIT,Atlantic Hockey
2017,Rensselaer,ECAC
2017,Robert Morris,Atlantic Hockey
2017,Sacred Heart,Atlantic Hockey
2017,St. Cloud State,NCHC
2017,St. Lawrence,ECAC
2017,Union,ECAC
2017,Vermont,Hockey East
2017,Western Michigan,NCHC
2017,Wisconsin,Big Ten
2017,Yale,ECAC
2018,Air Force,Atlantic Hockey
2018,Alabama-Huntsville,WCHA
2018,Alaska,WCHA
2018,Alaska-Anchorage,WCHA
2018,American Int'l,Atlantic Hockey
2018,Arizona State,None
2018,Army,Atlantic Hockey
2018,Bemidji State,WCHA
2018,Bentley,Atlantic Hockey
2018,Boston College,Hockey East
2018,Boston University,Hockey East
2018,Bowling Green,WCHA
2018,Brown,ECAC
2018,Canisius,Atlantic Hockey
2018,Clarkson,ECAC
2018,Colgate,ECAC
2018,Colorado College,NCHC
2018,Connecticut,Hockey East
2018,Cornell,ECAC
2018,Dartmouth,ECAC
2018,Denver,NCHC
2018,Ferris State,WCHA
2018,Harvard,ECAC
2018,Holy Cross,Atlantic Hockey
2018,Lake Superior,WCHA
2018,Maine,Hockey East
2018,Mass.-Lowell,Hockey East
2018,Massachusetts,Hockey East
2018,Mercyhurst,Atlantic Hockey
2018,Merrimack,Hockey East
2018,Miami,NCHC
2018,Michigan,Big Ten
2018,Michigan State,Big Ten
2018,Michigan Tech,WCHA
2018,Minnesota,Big Ten
2018,Minnesota State,WCHA
2018,Minnesota-Duluth,NCHC
2018,Nebraska-Omaha,NCHC
2018,New Hampshire,Hockey East
2018,Niagara,Atlantic Hockey
2018,North Dakota,NCHC
2018,Northeastern,Hockey East
2018,Northern Michigan,WCHA
2018,Notre Dame,Big Ten
2018,Ohio State,Big Ten
2018,Penn State,Big Ten
2018,Princeton,ECAC
2018,Providence,Hockey East
2018,Quinnipiac,ECAC
2018,RIT,Atlantic Hockey
2018,Rensselaer,ECAC
2018,Robert Morris,Atlantic Hockey
2018,Sacred Heart,Atlantic Hockey
2018,St. Cloud State,NCHC
2018,St. Lawrence,ECAC
2018,Union,ECAC
2018,Vermont,Hockey East
2018,Western Michigan,NCHC
2018,Wisconsin,Big Ten
2018,Yale,ECAC
2019,Air Force,Atlantic Hockey
2019,Alabama-Huntsville,WCHA
2019,Alaska,WCHA
2019,Alaska-Anchorage,WCHA
2019,American Int'l,Atlantic Hockey
2019,Arizona State,None
2019,Army,Atlantic Hockey
2019,Bemidji State,WCHA
2019,Bentley,Atlantic Hockey
2019,Boston College,Hockey East
2019,Boston University,Hockey East
2019,Bowling Green,WCHA
2019,Brown,ECAC
2019,Canisius,Atlantic Hockey
2019,Clarkson,ECAC
2019,Colgate,ECAC
2019,Colorado College,NCHC
2019,Connecticut,Hockey East
2019,Cornell,ECAC
2019,Dartmouth,ECAC
2019,Denver,NCHC
2019,Ferris State,WCHA
2019,Harvard,ECAC
2019,Holy Cross,Atlantic Hockey
2019,Lake Superior,WCHA
2019,Maine,Hockey East
2019,Mass.-Lowell,Hockey East
2019,Massachusetts,Hockey East
2019,Mercyhurst,Atlantic Hockey
2019,Merrimack,Hockey East
2019,Miami,NCHC
2019,Michigan,Big Ten
2019,Michigan State,Big Ten
2019,Michigan Tech,WCHA
2019,Minnesota,Big Ten
2019,Minnesota State,WCHA
2019,Minnesota-Duluth,NCHC
2019,Nebraska-Omaha,NCHC
2019,New Hampshire,Hockey East
2019,Niagara,Atlantic Hockey
2019,North Dakota,NCHC
2019,Northeastern,Hockey East
2019,Northern Michigan,WCHA
2019,Notre Dame,Big Ten
2019,Ohio State,Big Ten
2019,Penn State,Big Ten
2019,Princeton,ECAC
2019,Providence,Hockey East
2019,Quinnipiac,ECAC
2019,RIT,Atlantic Hockey
2019,Rensselaer,ECAC
2019,Robert Morris,Atlantic Hockey
2019,Sacred Heart,Atlantic Hockey
2019,St. Cloud State,NCHC
2019,St. Lawrence,ECAC
2019,Union,ECAC
2019,Vermont,Hockey East
2019,Western Michigan,NCHC
2019,Wisconsin,Big Ten
2019,Yale,ECAC
2020,Air Force,Atlantic Hockey
2020,Alabama-Huntsville,WCHA
2020,American Int'l,Atlantic Hockey
2020,Arizona State,None
2020,Army,Atlantic Hockey
2020,Bemidji State,WCHA
2020,Bentley,Atlantic Hockey
2020,Boston College,Hockey East
2020,Boston University,Hockey East
2020,Bowling Green,WCHA
2020,Canisius,Atlantic Hockey
2020,Clarkson,ECAC
2020,Colgate,ECAC
2020,Colorado College,NCHC
2020,Connecticut,Hockey East
2020,Denver,NCHC
2020,Ferris State,WCHA
2020,Holy Cross,Atlantic Hockey
2020,Lake Superior,WCHA
2020,Long Island,None
2020,Maine,Hockey East
2020,Mass.-Lowell,Hockey East
2020,Massachusetts,Hockey East
2020,Mercyhurst,Atlantic Hockey
2020,Merrimack,Hockey East
2020,Miami,NCHC
2020,Michigan,Big Ten
2020,Michigan State,Big Ten
2020,Michigan Tech,WCHA
2020,Minnesota,Big Ten
2020,Minnesota State,WCHA
2020,Minnesota-Duluth,NCHC
2020,Nebraska-Omaha,NCHC
2020,New Hampshire,Hockey East
2020,Niagara,Atlantic Hockey
2020,North Dakota,NCHC
2020,Northeastern,Hockey East
2020,Northern Michigan,WCHA
